DNI,Departamento
86001026,Madre de Dios
21734888,Lima
31119019,Huanuco
15951971,Cajamarca
99449969,Ayacucho
88063202,La Libertad
34498380,Arequipa
83490138,Cajamarca
20685748,Ucayali
40776947,Arequipa
53668170,Junin
22236122,Apurimac
77932674,Tacna
33661991,Ucayali
87116819,Tacna
58065155,Huancavelica
71986677,Amazonas
87855052,Pasco
75932557,Arequipa
62980273,Ayacucho
90034500,Amazonas
85974540,Loreto
75603529,La Libertad
76939357,Callao
89551219,Pasco
70806797,Apurimac
74167545,Loreto
23524978,Ancash
70457941,Junin
96311367,Tumbes
93107292,Madre de Dios
87545382,Cajamarca
35699371,Ancash
71701452,Amazonas
59034588,Apurimac
17596288,Cajamarca
53798700,Huancavelica
31415200,La Libertad
31402623,Loreto
94652834,Piura
31483159,Puno
58733477,Loreto
70321639,La Libertad
38866108,Madre de Dios
63322112,Loreto
57122191,Piura
88342051,Arequipa
47730299,Huancavelica
72620497,Ica
78993401,Huanuco
47401079,Ica
22122313,La Libertad
69659804,Tumbes
10155532,Puno
63528240,La Libertad
22278025,Huancavelica
10566251,Ucayali
35569954,Junin
19241754,Arequipa
49174649,Lima
15157774,Puno
18481302,Loreto
10963356,Moquegua
98662273,Huancavelica
56500030,Ucayali
69938843,Amazonas
90539011,Junin
38848327,Madre de Dios
31186086,Arequipa
31160902,Callao
28975504,Callao
97040318,Moquegua
35164680,Ica
58700317,Junin
47079452,Ayacucho
42347490,Ica
20386752,Lambayeque
59509674,Pasco
65347963,Loreto
55192692,Tacna
47253761,Junin
66272170,Callao
37705833,Lima
29304905,Madre de Dios
10428871,Madre de Dios
90891128,Ayacucho
48184789,Loreto
97921371,Amazonas
22593196,Puno
78797497,Huanuco
61674334,San Martín
51956693,Ucayali
82395822,Madre de Dios
36780563,Cajamarca
93139308,Cajamarca
60291963,Cajamarca
37196950,Huancavelica
24206627,Cajamarca
39889029,Huanuco
20114390,Ancash
84582008,Madre de Dios
65215371,Puno
89695234,Junin
43941697,Lambayeque
20797318,Arequipa
79411376,La Libertad
14994227,Pasco
29462191,Ucayali
24252977,Ayacucho
89045558,Arequipa
88415214,San Martín
84363511,Tacna
24272593,Ayacucho
17025595,Moquegua
31711808,Ancash
59024594,Tumbes
34964992,Cajamarca
56353085,Pasco
59169526,Cajamarca
83782396,Ancash
83798242,Madre de Dios
86158391,Ucayali
43908529,Cajamarca
22562328,Amazonas
80417624,Moquegua
68701390,San Martín
60147341,Lambayeque
41391275,San Martín
54708514,San Martín
75115380,Cajamarca
96200012,Ayacucho
24636482,Ayacucho
80822320,Cajamarca
24641575,Tacna
53908993,Piura
58177612,Huanuco
30345890,Apurimac
37041295,Loreto
47330872,Huanuco
42032626,Ica
72041195,Ayacucho
60147909,Moquegua
40551522,Ucayali
64041102,Amazonas
20283222,Lima
79037670,Pasco
91795900,Cajamarca
61404955,Ica
79512488,Ayacucho
29751497,Piura
10344084,Tacna
56363208,Lambayeque
59861495,Moquegua
30890200,Callao
41157362,Pasco
75777153,Cusco
63215874,Moquegua
83246382,Junin
47227856,Piura
95289132,Cajamarca
60237564,Junin
99420060,Piura
37490217,Callao
41093371,San Martín
92551936,Apurimac
91516609,Moquegua
93823093,Huanuco
39829693,Loreto
32759883,San Martín
24142272,Huanuco
84384079,Junin
29333678,Ucayali
89250718,Huancavelica
10529482,Callao
87211781,Callao
44391127,Ayacucho
29380747,Cajamarca
39073205,Cusco
72382081,Arequipa
94437360,Ancash
49315161,Loreto
83558278,Cajamarca
66414167,Ancash
79352889,Apurimac
47808801,Ayacucho
20628319,Puno
18435434,Ancash
14463822,Ica
12715041,Piura
29634374,Loreto
40029464,Amazonas
55072393,Huancavelica
66682804,La Libertad
93160247,Moquegua
61439785,Puno
25618687,Loreto
66350038,Ucayali
17129363,Tacna
32622006,Ayacucho
76772867,Piura
11010598,Arequipa
87773213,Callao
67961897,Cusco
71787799,Ayacucho
92535773,Tumbes
51213044,Apurimac
62828044,Madre de Dios
46521072,Loreto
65600652,Loreto
37517033,Cusco
50051273,San Martín
87831943,Cajamarca
55944285,Tumbes
18334128,San Martín
59589072,La Libertad
30449665,Lambayeque
84144389,Arequipa
68375419,Piura
59921462,Huancavelica
35179061,Piura
68465785,Ica
25326387,Amazonas
73317326,Arequipa
59056274,Cajamarca
25092346,Cusco
41185083,Pasco
70886129,Junin
65011067,Lima
52333581,Cusco
48147466,San Martín
17862167,Ancash
70838264,Callao
92424689,Ica
91662139,Amazonas
96587057,Ayacucho
21467756,Puno
12701633,Huanuco
37401833,Junin
17693836,Tumbes
89729178,Ucayali
56562299,Ucayali
98718967,La Libertad
68489590,Callao
56043755,Huancavelica
21069733,San Martín
76155433,Ayacucho
66615718,Lima
33060617,Amazonas
78143274,Puno
21017317,San Martín
92641355,Loreto
45127234,Piura
38478337,Apurimac
49295392,Ica
32081439,Callao
68787213,Lima
35495398,Ancash
95835091,Amazonas
48226164,Tumbes
43818671,Madre de Dios
37198321,Amazonas
23065412,Ayacucho
55118090,Ancash
45187152,Tacna
19961224,Callao
38964954,Junin
53989628,Callao
47966431,Tacna
95239764,Ancash
32342591,Cusco
18953803,La Libertad
24170083,Amazonas
42263823,Ancash
12681264,Piura
65206427,Apurimac
52671551,Madre de Dios
50245869,Huancavelica
82904355,Lambayeque
20734516,Arequipa
71539990,Huanuco
74247046,Arequipa
97931877,La Libertad
75300295,Huancavelica
34185193,Junin
74221727,Madre de Dios
36806866,Tacna
46612026,La Libertad
44018891,Lima
86149284,Puno
15556507,Callao
75281896,Lima
93622023,San Martín
75438154,Ucayali
88389187,Apurimac
52179565,Ancash
67657840,Cajamarca
42090186,Pasco
98736474,Moquegua
13721121,Loreto
99437800,Huanuco
83241751,Cusco
26560288,Junin
43513039,Huancavelica
99046549,Arequipa
16172548,Piura
37174963,Apurimac
45619296,San Martín
31848933,Huancavelica
63815063,Amazonas
51107895,Huanuco
25114959,Huancavelica
60571959,Ayacucho
85348309,Moquegua
96618946,San Martín
76566613,Ucayali
32215806,Madre de Dios
58166715,Ayacucho
33527054,Huancavelica
56334978,Ayacucho
28049191,Arequipa
91414004,Huanuco
35159634,Pasco
90239852,Piura
19171975,Callao
53094521,Pasco
13101855,Piura
23572445,Huanuco
14807379,Moquegua
65744303,Junin
32976478,Loreto
86108477,Tumbes
45966936,Junin
83435156,Piura
61948110,Amazonas
36093596,Ancash
91793296,San Martín
77588701,Tumbes
18777492,Arequipa
64040632,Madre de Dios
21297801,Puno
53853018,Madre de Dios
73455800,Cajamarca
88809528,Huancavelica
85308522,Ica
52064950,Lambayeque
60089260,Madre de Dios
43890694,Amazonas
82840528,Cusco
79262633,Cusco
79435218,Callao
20717687,Huanuco
96266647,Arequipa
34129077,Cajamarca
43695995,Amazonas
87590949,Piura
31615846,Huancavelica
48367855,Amazonas
51542180,Piura
63418154,Callao
84528658,Ayacucho
29627853,Junin
19173208,Ucayali
41256001,Lima
57733405,Lambayeque
48240241,Lambayeque
15055412,Cajamarca
77793378,Amazonas
10021881,Madre de Dios
36793558,Cajamarca
80798674,Cusco
74098528,Arequipa
50906755,Pasco
12824275,Madre de Dios
26829525,Pasco
77343741,Moquegua
75745476,Piura
32573494,Pasco
74058524,Apurimac
34798029,Pasco
60821837,Ica
67815114,Callao
47662696,Lima
83194507,Cusco
28868748,Cajamarca
25350742,Moquegua
11967254,Lambayeque
23066846,San Martín
24040105,La Libertad
17183716,Apurimac
38319837,San Martín
92871064,Lambayeque
85564389,Arequipa
23944348,Piura
85946612,Madre de Dios
42849980,Cajamarca
18098497,Ica
51716717,Ucayali
99535461,Huancavelica
89048581,Ica
72216397,Ica
69617163,Tacna
48164816,Tacna
83053600,Apurimac
81428453,Ica
66275916,Lambayeque
88010920,Loreto
18921179,Lambayeque
99889243,Moquegua
56253490,Tacna
21329888,Moquegua
11332874,Apurimac
79270814,Cusco
60084968,Cajamarca
27659952,Amazonas
42939229,Loreto
38178539,San Martín
99935575,Piura
84437902,Callao
54798004,Pasco
87810426,La Libertad
34065546,San Martín
57070384,Moquegua
51823250,Ica
91929986,Huanuco
56176698,Piura
56402782,La Libertad
39561609,Ancash
69448923,Ancash
79019600,Lambayeque
52311043,Cusco
71933205,Madre de Dios
51012288,Tumbes
11073953,La Libertad
40328501,Puno
81460204,Ancash
23322931,Ica
68031860,Cusco
59415687,Pasco
82671662,La Libertad
71482831,San Martín
44715472,Huanuco
55579971,Ancash
32102223,La Libertad
15549961,Ucayali
43626558,Callao
22434164,Puno
94788673,Piura
97615312,Pasco
45999379,San Martín
43132376,Madre de Dios
89727976,Amazonas
26302153,Ucayali
41257715,Amazonas
31025344,Tumbes
85159263,Loreto
37711059,Ica
39992356,Moquegua
24580302,Ancash
82961741,Ucayali
65282475,Callao
65023004,Lima
78498441,Piura
53447335,Junin
20487294,Tumbes
13895890,Moquegua
44291766,Callao
50463605,Loreto
24992581,Loreto
25183614,Amazonas
38624234,Madre de Dios
94808726,Junin
39920505,Tacna
15625893,Moquegua
91943220,Puno
57381574,Pasco
46357608,Amazonas
18000238,Tumbes
95031869,Lambayeque
86923400,Madre de Dios
51373635,Cusco
94482776,Loreto
14333396,Huanuco
64931563,Moquegua
62467201,Cusco
90405961,Loreto
55046659,Lima
49434383,Puno
84743465,Apurimac
24674333,San Martín
11086994,San Martín
33864365,Ucayali
40289551,Amazonas
51870034,Ucayali
37795323,Amazonas
10552198,Ica
50946543,Cajamarca
30951053,Amazonas
11677496,San Martín
33832072,Puno
58690813,Arequipa
40725811,Ancash
18595138,Moquegua
34970522,La Libertad
99498853,Ancash
92087141,Moquegua
55726708,Ica
51216248,Arequipa
41247064,Cajamarca
17047239,Madre de Dios
76377251,La Libertad
16315883,Apurimac
34397546,Ayacucho
11158863,Tumbes
30501554,Tacna
21809569,Huancavelica
92726488,Ica
71915259,Callao
68430067,Moquegua
17815089,Callao
93764096,Ayacucho
63689934,Arequipa
98370517,Tacna
37459826,Tumbes
18613329,Puno
57406570,Callao
96919213,Ica
50950131,Amazonas
91930937,Tumbes
42897233,San Martín
96279281,Amazonas
28575481,San Martín
29648325,La Libertad
40982804,Arequipa
84906026,Loreto
83331558,Junin
86893707,Piura
27186838,Junin
74881400,San Martín
39974912,Callao
61079284,La Libertad
53148079,Pasco
70709291,Ayacucho
75352952,Ayacucho
38130101,Arequipa
35545444,Huancavelica
32688143,Piura
76854966,San Martín
89674706,Huancavelica
27449254,Ayacucho
64922546,Loreto
27475546,Madre de Dios
29436574,Madre de Dios
15941706,San Martín
22862003,Junin
70599495,Ancash
81453888,Ancash
55338474,Apurimac
52259379,Junin
81914893,Ica
40772595,Apurimac
65362384,La Libertad
84909621,Piura
10471180,Ayacucho
56369571,Lima
90331327,Pasco
77146097,La Libertad
16798981,Huancavelica
94942484,Ica
96712862,Loreto
58853531,Ucayali
25532603,Huanuco
52530352,Tumbes
20753610,Ancash
63430488,Huancavelica
84376510,Moquegua
71346534,Moquegua
57085683,Junin
52494924,Lambayeque
83854980,Lima
73931178,Piura
13453323,Piura
84063633,Lambayeque
14033232,Huanuco
82880553,Lambayeque
56344476,Puno
57805711,Tumbes
90283548,Ucayali
32704372,Piura
95765519,Callao
89926299,Ica
56827208,Cajamarca
39191502,Piura
67637439,Ucayali
13516607,San Martín
31473564,Tacna
10651505,Tacna
92417731,Madre de Dios
50708650,Lima
70446377,Ayacucho
68541602,Apurimac
17367761,Huancavelica
83218931,Cajamarca
17335239,Ucayali
15185832,Moquegua
66611947,Arequipa
39781677,Cajamarca
83787539,Amazonas
61284704,Moquegua
81956263,Arequipa
19585215,San Martín
21197589,San Martín
90901886,Amazonas
63036467,Ayacucho
61080850,Ayacucho
83204583,Ancash
40139269,Ancash
29999989,Huanuco
41211115,Huancavelica
77858984,Arequipa
79662212,Tacna
19139429,Cusco
27014747,Madre de Dios
40766768,Tacna
19340497,Junin
77124858,Loreto
54983039,Ancash
54320308,Ayacucho
47956669,Tacna
85804502,Ayacucho
76178886,Pasco
96887714,Ancash
20898977,Madre de Dios
18103720,Amazonas
28945680,Amazonas
51871482,Amazonas
37933448,Huancavelica
61322959,Moquegua
40010213,Ucayali
34987457,Ucayali
40038352,Cajamarca
57732131,San Martín
64815732,Tacna
71205216,Arequipa
48772048,Apurimac
17908226,Madre de Dios
88215296,Ica
47367954,Puno
76741364,Puno
10343162,Madre de Dios
64071455,Lambayeque
58956926,Ayacucho
98613936,Piura
62940042,Apurimac
49241212,Ancash
64965642,Tumbes
90828238,Cusco
44850232,Ucayali
42315035,Puno
61076261,Ica
45164308,Moquegua
84728073,San Martín
22370482,Puno
63705698,Arequipa
83985508,Pasco
15320026,Apurimac
38400730,Huanuco
49902197,Pasco
19704011,Huancavelica
42097333,Piura
60635826,Loreto
31577506,Tumbes
67362672,Tumbes
47799531,Junin
61864452,Junin
88101768,Piura
85454657,Junin
53512337,Ica
35014524,Amazonas
45487172,Cusco
27554440,Madre de Dios
67392544,Cajamarca
23812556,Moquegua
39162070,Callao
34351395,Loreto
86645558,San Martín
58758724,Tumbes
66441105,Puno
33840861,Ucayali
69644705,Pasco
15340793,San Martín
70439067,Madre de Dios
62419722,San Martín
62245293,Loreto
80835373,Amazonas
77011076,Puno
73378369,Ica
98774853,Amazonas
27592054,Huanuco
78786931,Arequipa
78551802,La Libertad
97200498,Cusco
40759354,Loreto
90249574,Lambayeque
32757207,Ancash
24549225,Puno
48569374,Junin
64325061,Piura
59282545,Cajamarca
93534351,Piura
44940410,San Martín
33493225,Madre de Dios
47968985,Amazonas
26670046,Pasco
49379597,Arequipa
48749608,Puno
71393408,Lima
70932494,Ancash
81839819,Huanuco
23664378,Tumbes
71696736,Piura
47549290,San Martín
27593888,Ayacucho
31233704,Ancash
84443692,Junin
23678639,Madre de Dios
80899445,Huancavelica
81483283,Amazonas
90016009,Moquegua
32932583,Ayacucho
45097482,Junin
56826701,Junin
98958875,Lima
58532571,Piura
65315860,Piura
84583802,Loreto
81117185,Tumbes
43341754,Ucayali
74440972,Junin
56610621,Piura
82509286,Ancash
66295906,Piura
66068271,Huancavelica
48282891,Piura
10943843,Moquegua
79175828,Apurimac
97075550,San Martín
11758508,Puno
57679303,Cajamarca
67241363,Loreto
99049965,Tumbes
57627732,Pasco
66955833,Ica
22094686,Ayacucho
24415347,Ancash
81496222,La Libertad
25693165,Ica
49505581,Tacna
96677614,Junin
47324951,Callao
27639351,La Libertad
48502847,Apurimac
83912142,Lima
96145441,Puno
72550554,Lambayeque
34301515,La Libertad
12902426,Puno
68178000,Cusco
76516677,Tumbes
77747256,Tacna
61170628,Puno
66213048,San Martín
17228268,Apurimac
38416162,Tumbes
69820101,Madre de Dios
19402137,Cusco
68968033,San Martín
45292250,Moquegua
27373956,Amazonas
63400926,Amazonas
24270694,La Libertad
91035083,Tacna
36433130,Ancash
18929862,Pasco
91211854,Loreto
30348891,Huanuco
95900131,Amazonas
21390079,Puno
86211117,Cajamarca
52449666,Ancash
31369973,Moquegua
63625062,Apurimac
54855041,Puno
45447084,La Libertad
77067608,Arequipa
71216236,Ancash
92083320,La Libertad
78983154,Huancavelica
76460467,La Libertad
70664289,Tumbes
29379186,Apurimac
79984976,Amazonas
18942449,Ucayali
43995773,Cusco
99149319,Apurimac
58370695,Lambayeque
14070097,La Libertad
18006991,Tumbes
83224408,Moquegua
69523375,Ayacucho
14090753,Puno
18830834,Cusco
39574531,La Libertad
14611814,Apurimac
69210267,Puno
93233173,Piura
84839093,Callao
39724342,La Libertad
91486166,San Martín
20098681,Loreto
39128662,San Martín
33567081,Cajamarca
67612577,Apurimac
74679522,Ancash
96876189,Pasco
97114549,La Libertad
93873714,Apurimac
37117642,Ayacucho
54968161,Cusco
20843920,Amazonas
94401230,Ucayali
66354235,Loreto
67873473,Ica
69881981,Ica
85340912,Lambayeque
54201468,Huanuco
25255134,Tumbes
33404758,Piura
93912126,Lambayeque
52798120,Puno
63006892,Arequipa
30384349,Ica
98367310,Piura
35242126,Pasco
72091613,Lambayeque
88142152,Tacna
66624354,Lima
44099849,Huanuco
71391893,Apurimac
49462281,Huanuco
54846138,Moquegua
71965444,Loreto
86104521,Moquegua
33751002,Cajamarca
20766245,Tumbes
86507759,Lambayeque
89714030,Moquegua
46680018,Junin
58268670,Ucayali
67916223,Ayacucho
32656225,Huanuco
46151431,Puno
81098909,Junin
46713208,Huanuco
94021012,Ica
64981336,Tumbes
43009204,Cajamarca
49770978,Huanuco
55043921,Puno
28943524,Arequipa
41441331,Junin
71503019,Madre de Dios
92765672,Arequipa
20254333,Ucayali
79290727,Puno
98557616,Moquegua
73480893,Ica
75815118,Huanuco
63675155,Huancavelica
13499009,Cajamarca
82122535,Piura
64815813,Loreto
32990025,La Libertad
84075269,Loreto
23990641,Cusco
67914971,Cusco
43703689,Ayacucho
56232804,Tacna
42684744,Cusco
76625611,Junin
15230588,Ayacucho
34615242,Ayacucho
99459851,Moquegua
72338098,Cajamarca
85181745,Apurimac
99463460,Cajamarca
13798094,Ancash
21945199,Ancash
17326613,Huanuco
77153721,Loreto
24709753,Madre de Dios
25020248,Cajamarca
97449876,Loreto
56437203,Pasco
38204202,Lambayeque
59209288,Tacna
87765531,La Libertad
75514960,Huancavelica
41857123,Loreto
96419743,Loreto
26750901,Piura
29464036,Lima
92395595,Madre de Dios
70389064,Apurimac
19920213,La Libertad
77686102,Piura
42138057,Loreto
69589522,Ayacucho
14783902,Cusco
86833974,Tacna
47692455,Ica
53548114,Huancavelica
67940688,Ancash
19689216,Apurimac
77185580,Moquegua
86799018,Puno
51367949,Pasco
32539399,Huanuco
75507441,Cusco
10221828,Callao
75234258,Cusco
37429325,Cusco
95458826,San Martín
20830553,Arequipa
36158439,Madre de Dios
43108940,Ica
72321739,Lima
89668676,Apurimac
70934273,Junin
70867953,Lima
53318826,Puno
27003863,Madre de Dios
60961222,Huancavelica
72976917,Cusco
49642312,La Libertad
66448071,Tacna
99459451,Ayacucho
57331572,Huanuco
54365302,Moquegua
76124674,San Martín
46145087,La Libertad
64238118,Lima
33455902,Huanuco
91856317,La Libertad
72722874,Madre de Dios
27330509,Amazonas
61630638,Junin
67562578,Ucayali
64632713,Ayacucho
25016302,Ancash
56109611,Lambayeque
16561550,Cusco
38236622,Ucayali
50777824,Cusco
21780551,Apurimac
29579256,Ancash
94799546,Cusco
86955747,La Libertad
25755506,Cajamarca
56217419,Moquegua
13667553,Ayacucho
68336348,Ayacucho
86259408,Moquegua
53302548,La Libertad
55297633,Cusco
23140731,Ucayali
40665903,Puno
64830149,La Libertad
12623030,Amazonas
46676994,Loreto
67007558,Ica
63344470,Callao
39557422,Pasco
51170294,Madre de Dios
32547900,Ancash
66081240,Callao
96632905,Junin
94066416,Huancavelica
28285779,Ica
90957283,Cajamarca
28564208,Junin
93434542,Junin
44684649,Lambayeque
48392411,Piura
47839238,Ucayali
63526690,Apurimac
11755873,Amazonas
20313372,Apurimac
63096730,Junin
44127547,Ucayali
28996264,Madre de Dios
65574840,Lima
62965460,Tumbes
27917161,Ancash
56439373,Huanuco
34820380,Loreto
77079718,Puno
47145982,Cajamarca
50860528,Lima
64726131,Ucayali
94356958,Ica
97200745,Huanuco
10624185,Lambayeque
93832663,Cusco
85612377,Ayacucho
21030481,Huancavelica
60386720,Cusco
95945853,Cusco
44490327,Lambayeque
26759970,Cusco
62004251,Huanuco
40847998,Ancash
35391695,Tumbes
79513883,Lima
49264107,Ucayali
59923712,Moquegua
65367148,Huancavelica
57465657,Huanuco
26908736,Ayacucho
59136042,Junin
76706107,La Libertad
29694885,Ancash
34520838,Callao
20517530,Junin
53493214,Arequipa
35176812,Puno
52911664,Huancavelica
95476309,Pasco
84679751,Huancavelica
90150069,Ayacucho
60146653,Callao
69909474,Puno
43741236,Amazonas
50762562,Huancavelica
64078906,Ica
33383792,Huanuco
22535619,La Libertad
97058122,Piura
55965320,Lambayeque
23986010,Cusco
50111783,Amazonas
89805338,Tacna
81030432,Amazonas
77404857,Madre de Dios
25066187,Ica
87869516,San Martín
60468314,Tumbes
81175306,Huancavelica
35835018,San Martín
53712254,Lima
13941882,Piura
18645312,Apurimac
86339013,Junin
74883431,Cajamarca
65263319,Ucayali
58513870,Ica
89262974,Ayacucho
73469772,Junin
79780690,Huanuco
14357126,Loreto
77152726,Junin
57813141,Ancash
69431102,Loreto
78650991,Pasco
55072315,La Libertad
11631528,Ucayali
91825313,Ucayali
14456568,Ica
80822307,Tumbes
20009314,Piura
65955435,Arequipa
41040160,Cusco
14264156,Ucayali
90031333,Junin
17234806,Moquegua
60807313,Cusco
41361527,Huanuco
56259363,Huancavelica
75268416,Puno
90501889,Madre de Dios
78212541,Pasco
87199167,Tumbes
91122564,Puno
59731087,Lima
80505378,Moquegua
10473850,Cajamarca
20335638,Lima
53406364,San Martín
78523680,Loreto
67341469,Callao
39839336,Huanuco
48862853,Junin
60534735,Moquegua
13420192,Huanuco
42535092,Lambayeque
40871402,Cusco
68185583,Apurimac
46159238,Callao
92464598,Lima
65951241,Moquegua
44278837,La Libertad
94168601,Pasco
97940870,Arequipa
69330397,Arequipa
35034677,Cusco
16991588,Huanuco
15415593,Amazonas
58199259,Madre de Dios
82319385,Junin
89464410,San Martín
40527281,Piura
27518231,Ucayali
19085652,Cajamarca
49663967,Arequipa
91851520,Huanuco
95688167,Callao
72721729,Piura
81464347,Ica
51640540,Puno
85139051,Ayacucho
39688590,Loreto
60285381,Ancash
17275842,Ayacucho
15879991,Ancash
17760934,Huancavelica
59630485,Ayacucho
11920863,Lima
92405616,Ancash
53981862,Ayacucho
98825917,Moquegua
81656078,Piura
39781190,Lima
21063460,Madre de Dios
27570661,San Martín
81443668,Tacna
49955032,Ayacucho
15917718,Huancavelica
11636979,Tumbes
34204268,Moquegua
25849372,La Libertad
28072503,Apurimac
98338713,Moquegua
66198677,Amazonas
65594345,Tumbes
79701170,Apurimac
35445700,Arequipa
80145038,Piura
34300388,La Libertad
58196605,Puno
33933098,Huancavelica
93781374,Junin
55365305,Cusco
43135822,San Martín
40045899,Lima
35028658,Ucayali
45244305,Callao
16798096,Huanuco
79671006,Callao
63015086,Tumbes
12927379,Loreto
90268055,Ayacucho
62277252,La Libertad
22038212,Amazonas
32916945,San Martín
55069438,Pasco
78209521,Lambayeque
60234024,Cajamarca
94439067,Ayacucho
55633791,Apurimac
47457308,Tumbes
72237002,Ucayali
17045548,Huanuco
22286147,Piura
41177112,Piura
11342875,Madre de Dios
91999599,Moquegua
70939681,Tumbes
28844233,Piura
25365211,Puno
38958993,Amazonas
41050933,Moquegua
66132981,San Martín
44864446,San Martín
88731433,La Libertad
27356494,Huanuco
61665950,Moquegua
47056012,Tacna
67923622,Moquegua
94224668,Ancash
81012971,Piura
26329243,Apurimac
86689327,Tumbes
64887508,Lima
28014867,Moquegua
91909525,Huancavelica
85091150,Apurimac
33893314,La Libertad
41449321,Callao
90028734,Piura
22511264,Tumbes
34419521,Tumbes
35415410,Junin
27479359,Apurimac
40173316,Ica
89615766,Loreto
30895833,Cajamarca
99826983,Lambayeque
17581103,Loreto
21918308,La Libertad
94912680,Amazonas
97721226,Tumbes
44704668,Lima
32262124,Moquegua
40677544,Moquegua
11761948,Cajamarca
69608711,Tumbes
73705250,Cusco
43869902,Piura
71783481,Piura
20017534,Cajamarca
70538478,Cusco
36368869,Huanuco
94251263,Junin
27292280,Ayacucho
77835877,Ancash
25589788,Piura
32367896,Callao
27168408,Callao
52033819,Arequipa
17215573,Piura
51926782,Junin
38913054,Ica
64518139,Ucayali
76990076,Lima
72935270,Ica
68614884,Moquegua
45830807,Puno
47216262,Junin
33451990,Puno
81870828,Ayacucho
65153498,Junin
12968471,Huancavelica
72634435,Lambayeque
62203415,Ucayali
78035023,Loreto
82205795,Ucayali
24642049,La Libertad
66624820,Huancavelica
13253571,La Libertad
57958693,Huancavelica
83906450,Apurimac
13199142,Apurimac
63375041,Junin
60832607,Junin
65293059,Lima
94376379,Piura
12112034,Ucayali
80079133,Ancash
17093948,Puno
66939742,Ucayali
29563910,La Libertad
88173170,Callao
44449932,Madre de Dios
67050400,Arequipa
27660452,Callao
16992223,Amazonas
60295752,Tacna
64368406,Amazonas
16152705,Tumbes
11420140,Junin
81594894,Amazonas
45013001,Madre de Dios
76085902,Lima
18849355,Ancash
90193862,Pasco
16078254,Loreto
52498251,Tumbes
27059783,Lambayeque
37442257,Puno
46201951,Callao
54836191,Ica
51891644,Ica
61449292,Tacna
68385140,Lambayeque
67120151,Puno
31839987,Amazonas
76132132,Piura
83085354,Cajamarca
80319482,Apurimac
39649137,Arequipa
83637847,Lima
93335454,Huancavelica
92399895,Tacna
87146379,Ucayali
46246259,Huancavelica
16151904,Lima
17264905,Moquegua
11484294,Loreto
62987238,Ancash
84181459,Lima
31809502,Cajamarca
64398595,Pasco
44194966,Huanuco
47281647,Arequipa
93495165,Lambayeque
58272456,Madre de Dios
96372435,Callao
98353470,Tumbes
30862648,Apurimac
22524940,Tacna
98771165,Piura
82682267,Moquegua
57984569,Ucayali
51068517,Lambayeque
75580963,Lambayeque
86239676,Ica
44100740,Ucayali
24877523,Piura
44790738,Tumbes
37637868,Callao
43458188,Arequipa
47584875,Amazonas
34392059,Lambayeque
96130231,Tumbes
51071156,Cusco
72192940,Lambayeque
64306930,Arequipa
33921738,Loreto
69904187,Ica
98712158,Madre de Dios
94473089,Piura
86663893,Puno
20449207,Junin
89994389,Ayacucho
74639139,Ayacucho
33248466,Ucayali
56180723,San Martín
99626595,Cusco
73073541,Callao
80273665,Piura
34813644,Piura
98295732,Pasco
65119803,Pasco
95813622,Huanuco
34628569,Apurimac
90683416,Junin
57658697,Tumbes
93930167,Huancavelica
73521528,Junin
56473546,Ica
40675544,Junin
72515209,Loreto
86171868,Ayacucho
42368802,Lima
36483096,Piura
20421590,San Martín
53156207,Callao
73607481,Ancash
90052448,Piura
95730339,Piura
25123466,Huanuco
67007000,Piura
46184039,Pasco
93311389,Arequipa
39206914,Lima
57098684,Ucayali
87038874,Piura
36964849,Tumbes
72932830,Pasco
46474831,Lambayeque
65764866,Tacna
32774517,Loreto
95189438,Piura
15987861,Ayacucho
85647345,Madre de Dios
91245114,Puno
74054021,Lambayeque
17426695,Madre de Dios
88488202,Moquegua
44085175,Moquegua
40845598,Cajamarca
22599377,Piura
19646911,Cusco
15796352,Piura
98737383,Cajamarca
98721582,Junin
13649985,Ancash
11853923,Ucayali
32346196,Junin
90588909,Lambayeque
81623903,Cajamarca
25752054,Huancavelica
40656632,Amazonas
60934087,Lima
99390669,Callao
44046919,Moquegua
53407116,Huanuco
62106122,Ancash
69428924,Ucayali
51429141,Amazonas
98246627,Lambayeque
75922356,Ayacucho
17213985,Arequipa
65420075,Tacna
95803649,Huancavelica
92199681,Callao
46018471,Lambayeque
61273556,Callao
46899015,Cusco
42657131,Ancash
94019361,Tumbes
13491563,Cusco
45807387,Cajamarca
26359202,Ica
53556582,San Martín
54841579,Amazonas
99957801,San Martín
43276057,Amazonas
45258977,Huanuco
97194195,Tumbes
35706289,Pasco
26462175,Moquegua
65651031,Huanuco
56929901,Amazonas
67022480,Ayacucho
42323020,San Martín
99334713,Callao
14161767,Pasco
67496288,San Martín
87833441,Ancash
16465665,Lima
71906247,Huanuco
63135943,Arequipa
53366452,Cusco
68615032,Lambayeque
36618233,Loreto
55218076,Lima
66133878,Lambayeque
88647921,San Martín
58357711,Callao
97035906,Lambayeque
44321096,Tumbes
36026967,Cusco
19319115,Puno
52003670,Madre de Dios
90547379,Madre de Dios
82801373,Junin
99582602,Ayacucho
66576927,Moquegua
59791048,Tumbes
53809061,San Martín
56098755,Cajamarca
67172499,Apurimac
62323376,Amazonas
62878542,Huancavelica
94879665,Ucayali
71659403,Madre de Dios
25807908,Tacna
11637936,Huancavelica
74810086,Ucayali
28504112,Puno
